FID,Status,Narrative,Date_Time_,Quarter,Date_Time1,Location_1,Location_2,Location_3,Location_4,Location_5,Location_6,Location_7,Location_8,Location_9,Locatio_10,Locatio_11,Locatio_12,Func__Loca,Location_L,Locatio_13,Location_N,Actor_1__P,Actor_1__1,Actor_1__2,Actor_1__3,Actor_2__T,Actor_2__1,Actor_2__2,Actor_2__3,Act_OLD_1,Act_OLD_2,Act_OLD_3,Act_OLD_Mo,Act_1,Act_2,Act_3,Act_4,Act_Mode,NGO_Incide,Section,Region,Inserted_O,Inserted_1,Incident,lon,lat
306,Verified,"OAG operatives with rifles and on several motorcycles arrived at the location and set up an informal VCP along the road, prompting commercial vehicles in transit to make a turn upon sighting the operatives. Subsequently, the operatives fired several shot",29/11/2022,4th,12:00,Nigeria,nga,Borno,NG008,Mafa,NG008019,Maiwa Kura,NGA20472, , , , ,Vehicle Check Point (VCP),11.88014,13.44518, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,VCP, , ,Attempted, ,MAIDUGURI - MAFA RD, ,29/11/2022,14:37,nga:63860b0f,13.44518,11.88014
307,Verified,"GF/NA manned a checkpoint and stopped a vehicle carrying scrap metal in transit along the road. They arrested four male passengers and the driver, who was suspected of having stolen scrap metal from the Binduldul telecommunications mast. Reports indicate",29/11/2022,4th,09:00,Nigeria,nga,Borno,NG008,Gubio,NG008009,Gubio,NGA15739, , , , ,Minor Outpost or Camp (Any actor),12.48576,12.78614,GF Checkpoint,Government Forces,Army,Nigerian Army (NA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, ,MAIDUGURI - GUBIO RD, ,02/12/2022,12:02,nga:6389dc21,12.78614,12.48576
308,Verified,"OAG operatives with rifles and on eight motorcycles ambushed a GF/NA convoy while on patrol along the road, prompting the GF to return small arms fire. The exchange lasted for several minutes until the operatives retreated. There were no reports of casua",29/11/2022,4th,07:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Bulabulin,NGA19261, , , , ,Road/Roadside,11.57356,13.53588, ,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, ,KONDUGA - BAMA RD, ,29/11/2022,09:44,nga:6385c9b9,13.53588,11.57356
309,Verified,"Three OAG operatives approached a GF/NA position and surrendered. They handed over a rifle to the GF and claimed to have arrived from Gazuwa village, Bama LGA.",29/11/2022,4th,07:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Kawuri,NGA19452, , , , ,Minor Outpost or Camp (Any actor),11.573522,13.536572,GF Position,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Misc. Events,Surrender, , ,Perpetrated, , , ,30/11/2022,09:23,nga:638715cd,13.536572,11.573522
310,Verified,"Five OAG operatives with rifles arrived at the location on foot, broke into a private residence, and abducted a 33-year-old male individual.",29/11/2022,4th,02:00,Nigeria,nga,Adamawa,NG002,Madagali,NG002010,Kircinga,NGA11146, , , , ,Private Residence,10.782845,13.355624, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,29/11/2022,12:26,nga:6385ef3c,13.355624,10.782845
311,Verified,Vigilante members and hunters on a secondary road ambushed OAG operatives with rifles and on bicycles. The vigilante members shot and killed two operatives and seized two rifles and eight bicycles while others fled.,28/11/2022,4th,23:00,Nigeria,nga,Borno,NG008,Mafa,NG008019,Bula Bulin,NGA20328, , , , ,Road/Roadside,12.107622,13.753219,Bula Bulin Secondary Road,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,29/11/2022,13:05,nga:6385f85b,13.753219,12.107622
312,Verified,"OAG operatives with rifles attacked a GF/NA position with small arms fire. Both sides exchanged fire for several minutes until the GF reinforcement team arrived and engaged the operatives, forcing the operatives to retreat. No casualties were reported, b",28/11/2022,4th,21:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Yaleri Kurna,NGA19723, , , , ,Minor Outpost or Camp (Any actor),11.67733,13.4123,GF Position,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,29/11/2022,10:08,nga:6385cc8a,13.4123,11.67733
313,Verified,GF/NA fired heavy artillery projectiles and opened small arms fire toward the outskirts of the location upon sighting suspected OAG movements near the security trench. There were no reports of casualties.,28/11/2022,4th,20:00,Nigeria,nga,Borno,NG008,Kala/balge,NG008015,Rann,NGA19087, , , , ,Population Centre Outskirts,12.270026,14.465514, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Combination,CO2: SALW + Artillery/Rockets/Missiles, ,Perpetrated, , , ,29/11/2022,10:17,nga:6385cf9e,14.465514,12.270026
314,Verified,GF/NA fired at least three heavy artillery projectiles toward the southeastern outskirts of the location upon sighting suspected OAG movements. There were no casualties reported.,28/11/2022,4th,19:00,Nigeria,nga,Borno,NG008,Monguno,NG008024,Monguno,NGA22707, , , , ,Population Centre Outskirts,12.671276,13.616704, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,"Artillery, Rockets & Missiles",Artillery, ,Perpetrated, , , ,29/11/2022,10:45,nga:6385d829,13.616704,12.671276
315,Verified,OAG operatives stationed on the eastern outskirts of the town fired a projectile suspected to be a mortar bomb. The projectile landed near a GF/NA position and killed one GF member.,28/11/2022,4th,18:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Mallam Fatori,NGA12505, , , , ,Minor Outpost or Camp (Any actor),13.674595,13.339517,GF Position,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Light Weapons, ,Perpetrated, , , ,30/11/2022,09:00,nga:63870e0b,13.339517,13.674595
316,Verified,Two GF/CJTF members armed with rifles and on motorcycles left the area unexpectedly after they were deployed with other CJTF members from Maiduguri to the location for an operation. The individuals are suspected to be former OAG operatives.,28/11/2022,4th,17:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Aulari,NGA19203, , , , ,N/A,11.542456,13.593751, ,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), ,OAG,Unknown OAG (NGA), , , , , , ,Other Act, , , ,Perpetrated, , , ,29/11/2022,12:07,nga:6385ea12,13.593751,11.542456
317,Verified,"OAG operatives with rifles set up an informal VCP along the road. They stopped several commercial vehicles in transit, searched the passengers, and asked for their identification before allowing them to continue their journey. No abductions or robberies",28/11/2022,4th,15:00,Nigeria,nga,Borno,NG008,Nganzai,NG008026,Burimari,NGA23043, , , , ,Vehicle Check Point (VCP),12.57232,13.30343, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,VCP, , ,Perpetrated, ,MONGUNO - GAJIRAM RD, ,29/11/2022,09:05,nga:6385c032,13.30343,12.57232
318,Verified,OAG operatives with rifles aboard five light trucks mounted with HMGs and on 10 motorcycles arrived at the location. They abducted two female civilians and a ten-year-old boy from their private residences. Reports indicated that the two abductees refused,28/11/2022,4th,13:00,Nigeria,nga,Borno,NG008,Kukawa,NG008017,Kukawa,NGA19867, , , , ,Private Residence,12.924753,13.566168, ,OAG,Unknown OAG (NGA), , ,General Public,Identity Group,Woman, , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,29/11/2022,12:32,nga:6385ef93,13.566168,12.924753
319,Verified,Hunters recovered the dead body of a male civilian while on patrol along a secondary road. The exact circumstances and date of their deaths are unknown.,28/11/2022,4th,12:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Maitameleri,NGA19534, , , , ,Road/Roadside,11.61338,13.39633, ,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,General Public,Other General Public, , , , , , ,Recover / Seize, , , ,Perpetrated, , , ,29/11/2022,08:29,nga:6385b59f,13.39633,11.61338
320,Verified,"Several OAG operatives with rifles and on foot arrived at farmlands and attempted to abduct some female farmers. One of the female farmers raised an alarm that prompted others to flee. The operatives shot and killed one female farmer, while others manage",28/11/2022,4th,11:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Bokko Ghide,NGA100482, , , , ,Farmland,11.1692,13.79358, ,OAG,Unknown OAG (NGA), , ,General Public,Identity Group,Woman, , , , , ,Confine,Abduction,Unresolved Abduction, ,Attempted, , , ,29/11/2022,09:19,nga:6385c225,13.79358,11.1692
321,Verified,"GF/NAF conducted an airstrike against suspected OAG gatherings in the area. The outcome is unknown. The airstrike is part of the ""Show No Mercy"" operation. A similar incident took place in Arege and Langa Jiri of Mallam Fatori LGA on the same day.",28/11/2022,4th,11:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Tumbum Jaki,NGA12585, , , , ,N/A,13.56709,13.46173, ,Government Forces,Airforce,Nigerian Air Force (NAF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Platforms,Airstrike, ,Perpetrated, , , ,29/11/2022,11:35,nga:6385e23f,13.46173,13.56709
322,Verified,"GF/NAF conducted an airstrike against suspected OAG gatherings in the area. The outcome is unknown. The airstrike is part of the ""Show No Mercy"" operation. A similar incident took place in Tumbum Jaki and Langa Jiri of Mallam Fatori LGA on the same day.",28/11/2022,4th,11:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Arege,NGA12314, , , , ,N/A,13.4892,13.3286, ,Government Forces,Airforce,Nigerian Air Force (NAF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Platforms,Airstrike, ,Perpetrated, , , ,29/11/2022,11:38,nga:6385e454,13.3286,13.4892
323,Verified,"GF/NAF conducted an airstrike against suspected OAG gatherings in the area. The outcome is unknown. The airstrike is part of the ""Show No Mercy"" operation. A similar incident took place in Tumbum Jaki and Arege of Mallam Fatori LGA on the same day.",28/11/2022,4th,11:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Langa Jiri,NGA12493, , , , ,N/A,13.620565,13.341741, ,Government Forces,Airforce,Nigerian Air Force (NAF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Platforms,Airstrike, ,Perpetrated, , , ,29/11/2022,11:41,nga:6385e5b3,13.341741,13.620565
325,Verified,OAG operatives with rifles and on six motorcycles attacked a GF/NA position. Both sides exchanged fire for several minutes until the operatives retreated. There were no reports of casualties.,27/11/2022,4th,22:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Kawuri,NGA19452, , , , ,Minor Outpost or Camp (Any actor),11.573522,13.536572,GF Position,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,28/11/2022,16:56,nga:6384da9c,13.536572,11.573522
326,Verified,GF/NA fired three heavy artillery projectiles towards the outskirts of the location for unknown reasons.,27/11/2022,4th,20:00,Nigeria,nga,Yobe,NG036,Gujba,NG036007,Buni Gari,NGABu1649757782522, , , , ,N/A,11.2002,12.0314, ,Government Forces,Army,Nigerian Army (NA), ,Unknown Actor, , , , , , , ,Attack,"Artillery, Rockets & Missiles",Artillery, ,Perpetrated, , , ,28/11/2022,09:49,nga:63847864,12.0314,11.2002
328,Verified,"Suspected OAG/ISWAP operatives with rifles ambushed a GF/NA convoy while they were in transit along the road. They attempted to seize a GF vehicle, prompting GF to return small arms fire. The exchange lasted for several minutes until the operatives retre",27/11/2022,4th,14:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Masta Fanameri,NGA19573, , , , ,Road/Roadside,11.53289,12.99255, ,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, ,MAIDUGURI - DAMBOA RD, ,28/11/2022,10:18,nga:63847ebe,12.99255,11.53289
329,Verified,"OAG operatives with rifles ambushed a GF/NA convoy while in transit along the road, prompting GF to return small arms fire. The exchange lasted for several minutes until the operatives retreated. There were no reports of casualties.",27/11/2022,4th,08:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Shettimari,NGA19660, , , , ,Road/Roadside,11.55587,13.56974, ,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, ,KONDUGA - BAMA RD, ,28/11/2022,09:49,nga:63847785,13.56974,11.55587
330,Verified,"OAG/ISWAP operatives stationed on the town's eastern outskirts fired a projectile suspected to be a mortar bomb. The projectile landed near the trench without making any impact. In response, GF/NA fired two rounds of artillery projectiles, prompting the",27/11/2022,4th,06:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Mallam Fatori,NGA12505, , , , ,N/A,13.674595,13.339517, ,OAG,ISWAP, , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Light Weapons, ,Perpetrated, , , ,29/11/2022,15:14,nga:638616bb,13.339517,13.674595
331,Verified,"GF/NA sighted OAG operatives with rifles approaching their position, they opened small arms fire, prompting an exchange of fire. The armed clash lasted a few minutes until the operatives retreated. During the armed clash, GF shot and killed five operativ",27/11/2022,4th,00:00,Nigeria,nga,Borno,NG008,Monguno,NG008024,Monguno,NGA22707, , , , ,Minor Outpost or Camp (Any actor),12.671276,13.616704,GF Position at Eastern Part of the Area,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,27/11/2022,13:34,nga:63835a50,13.616704,12.671276
332,Verified,"GF/NA fired two heavy artillery projectiles toward the outskirts of the location, upon sighting suspected OAG movements. There were no reports of casualties.",27/11/2022,4th,00:00,Nigeria,nga,Borno,NG008,Kukawa,NG008017,Baga,NGA19762, , , , ,Population Centre Outskirts,13.094733,13.821453, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,"Artillery, Rockets & Missiles",Artillery, ,Perpetrated, , , ,28/11/2022,10:32,nga:63848366,13.821453,13.094733
333,Verified,OAG/ISWAP operatives with rifles aboard seven light trucks mounted with HMGs and on two motorcycles arrived via Gulumba Gana and attacked the GF/NA positions stationed at the southwestern axis of the town. Both sides exchanged fire for several minutes un,26/11/2022,4th,22:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Dikwa,NGA15147, , , , ,Minor Outpost or Camp (Any actor),12.034881,13.9187,GF Positions,OAG,ISWAP, , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,28/11/2022,16:25,nga:6384d5f9,13.9187,12.034881
334,Verified,GF/NA fired two heavy artillery projectiles toward the outskirts of the location upon sighting suspected OAG movements. There were no reports of casualties.,26/11/2022,4th,21:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Muna Dalti,NGA18496, , , , ,Population Centre Outskirts,11.8684,13.2445, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,"Artillery, Rockets & Missiles",Artillery, ,Perpetrated, , , ,28/11/2022,10:37,nga:638482e1,13.2445,11.8684
336,Verified,"OAG operatives with rifles opened small arms fire at another group of OAG operatives with rifles and on motorcycles along a secondary road, prompting them to return fire. During the armed clash, the perpetrators shot and killed three of the second group",26/11/2022,4th,17:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Gambaram,NGAaad268c5893465e93ef45a32415b4f2a, , , , ,Road/Roadside,11.66422,13.64478,Secondary Road,OAG,Unknown OAG (NGA), , ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,28/11/2022,09:54,nga:63847acd,13.64478,11.66422
338,Verified,"Several OAG operatives with rifles set up an informal VCP along the road. They stopped a commercial vehicle in transit, abducted four male civilians aboard, and carjacked the vehicle. They also stopped several commercial vehicles in transit and robbed th",26/11/2022,4th,11:00,Nigeria,nga,Borno,NG008,Magumeri,NG008020,Karnowa,NGA20980, , , , ,Vehicle Check Point (VCP),12.14172,13.07345, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, ,MAIDUGURI - GAJIRAM RD, ,28/11/2022,14:31,nga:6384ba46,13.07345,12.14172
339,Verified,"OAG operatives with rifles aboard three light trucks and two motorcycles arrived at the location and divided into two groups. One of the groups attacked a GF/NA position stationed at the southern outskirts of the location, prompting GF to return fire for",26/11/2022,4th,00:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Mussa,NGA100339, , , , ,N/A,10.735708,13.130663, ,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,28/11/2022,11:46,nga:638493a0,13.130663,10.735708
341,Verified,"OAG operatives with rifles aboard one light truck, mounted with an HMG, and on several motorcycles set up an informal VCP along the road. They stopped several vehicles in transit and robbed the passengers of money and valuables before allowing them to co",25/11/2022,4th,15:00,Nigeria,nga,Borno,NG008,Guzamala,NG008010,Aljari,NGA16405, , , , ,Vehicle Check Point (VCP),12.67443,13.3962, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MONGUNO - GAJIRAM RD, ,27/11/2022,12:48,nga:63835226,13.3962,12.67443
344,Verified,"Several OAG operatives with rifles aboard vehicles arrived at the location, gathered the fishermen, and instructed them that henceforth fishing taxes should be paid in sefa. They ordered them to pay 5000 sefa for each catch and one carton of fish for eve",25/11/2022,4th,13:00,Nigeria,nga,Borno,NG008,Guzamala,NG008010,Gudumbali,NGA16593, , , , ,N/A,12.94363,13.177035,Aduwa,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Threat,Armed Threat (Firearm), , ,Perpetrated, , , ,29/11/2022,16:26,nga:638627de,13.177035,12.94363
